respondent_id,age_group,gender,city_tier,occupation,monthly_income_band,monthly_income_inr,wardrobe_size_band,wardrobe_size_count,wardrobe_utilisation_pct,shopping_channels,purchase_frequency,monthly_clothing_spend_inr,annual_festive_spend_inr,festive_spend_band,style_types,ethnic_categories,saree_types,colour_palette,accessories,pain_occasions,daily_decision_minutes,purchase_drivers,weather_importance_score,prior_app_usage,privacy_comfort,preferred_features,subscription_willingness,social_media_influence_score,ai_trust_score,discovery_channels,fashion_identity,wardrobe_emotion,repeat_outfit_anxiety,sustainability_stance,return_regret_rate,trust_nano_influencer,trust_celebrity,trust_friend_family,trust_ai_recommendation,trust_brand_stylist,wardrobe_gap_score,impulse_buyer_flag,spend_power_index,engagement_likelihood_score,persona_archetype,outlier_flag,q25_platform_interest,target_interested
R1803,35-44,Woman,Metro,Student,40001-75000,57500,41-70,55,60,In-store mall/high street,More than once a month,5427,10000,5001-15000,Casual/everyday basics,Kurta/kurti|Dhoti/lungi|Salwar kameez/churidar,,Jewel tones,Handbag/tote|Jhumkas/traditional jewellery|Sneakers/casual shoes,Formal meetings/interviews|Casual outings/weekend,8,Comfort and fabric quality|Brand name,4,Yes tried once or twice,Comfortable with privacy controls,Daily outfit suggestions|Wardrobe gap analysis,100-249,3,2,Bollywood/OTT celebrities,Clothing is self-expression,Excited - love outfits,Somewhat concerned - mix it up,Important - but dont always follow through,Occasionally 1 in 5,4,3,4,2,4,2.2,0,26.1,48,Aspiring Premium,None,Unlikely - not for me,Not Interested
R1804,18-24,Man,Metro,Salaried private,75001-150000,112500,71-100,85,45,In-store mall/high street|Amazon/Flipkart,Once a month,2223,27500,15001-40000,Minimalist/monochrome|Indo-western fusion|Casual/everyday basics,Anarkali/palazzo|Kurta/kurti,I dont own sarees,Earth tones,Sneakers/casual shoes|Dupatta/stole|Kolhapuris/juttis|Heels/formal footwear,Date night/parties|Casual outings/weekend|Formal meetings/interviews,27,Price/discount|Brand name,4,No but aware,Comfortable with privacy controls,Weather-based dressing|Smart shopping|Daily outfit suggestions,100-249,4,4,Bollywood/OTT celebrities|Pinterest/mood boards,Clothing is self-expression,Excited - love outfits,Somewhat concerned - mix it up,Neutral - consider sometimes,Occasionally 1 in 5,3,,4,4,3,4.7,0,33.0,58,Aspiring Premium,None,Unlikely - not for me,Not Interested
R1805,25-34,Man,Tier 2,Salaried private,75001-150000,112500,71-100,85,40,Brand website|In-store mall/high street,Seasonally,8093,70000,40001-100000,Minimalist/monochrome,Anarkali/palazzo,,Neutrals|Jewel tones|Monochrome,Western jewellery/minimalist|Heels/formal footwear,Travel/vacation,0,Sustainability/ethical brand|Comfort and fabric quality,2,Yes tried once or twice,Neutral/unsure,Wardrobe gap analysis|Occasion outfit planner,0 free only,1,3,Pinterest/mood boards,Dress for the occasion,Confident - wardrobe works,Neutral - depends,Neutral - consider sometimes,Sometimes 1 in 3,4,2,3,3,2,5.1,0,54.8,43,Functional Minimalist,None,Definitely not interested,Not Interested
R1806,25-34,Prefer not to say,Tier 1,Salaried govt/PSU,20001-40000,30000,Fewer than 20,12,85,Myntra/Ajio/Nykaa Fashion|In-store mall/high street|Amazon/Flipkart,Seasonally,2600,1000,Below 2000,Minimalist/monochrome|Casual/everyday basics|Western formal,None|Kurta/kurti,I dont own sarees,Neutrals|Printed/mixed patterns,Dupatta/stole|Kolhapuris/juttis|Cap/hair accessories,Travel/vacation|Casual outings/weekend|Weddings/festive,4,Comfort and fabric quality|Friend/family recommendation|Price/discount,4,Yes regularly,Will not share,Smart shopping|Style DNA report|Weather-based dressing,0 free only,3,3,In-store browsing,Clothing is purely functional,Frustrated - lots but stuck,Advocate outfit repeating,Important - but dont always follow through,Occasionally 1 in 5,3,3,4,3,3,0.2,0,12.3,68,Functional Minimalist,None,Unlikely - not for me,Not Interested
R1807,25-34,Woman,Metro,Salaried private,20001-40000,30000,41-70,55,45,Myntra/Ajio/Nykaa Fashion,Once every 2-3 months,2277,70000,40001-100000,Casual/everyday basics|Minimalist/monochrome,Lehenga,I dont own sarees,Jewel tones,Cap/hair accessories|Western jewellery/minimalist|Kolhapuris/juttis,Weddings/festive|Casual outings/weekend,32,Trend/social media|Colour/pattern appeal|Price/discount,3,Yes tried once or twice,Neutral/unsure,Style DNA report|Wardrobe gap analysis|Weather-based dressing,0 free only,3,4,Instagram Reels/posts|Bollywood/OTT celebrities,Clothing is self-expression,Overwhelmed - too many choices,Very concerned - avoid it,Very important - actively buy sustainable,Often 1 in 2,3,3,4,4,2,3.0,1,24.8,65,Aspiring Premium,None,Definitely will use - I need this,Interested
R1808,35-44,Man,Metro,Salaried private,Above 150000,200000,20-40,30,60,Instagram/social commerce|Brand website|Amazon/Flipkart,Seasonally,10165,10000,5001-15000,Western formal|Streetwear/athleisure,None,I dont own sarees,Printed/mixed patterns|Neutrals|Earth tones,Sneakers/casual shoes|Jhumkas/traditional jewellery,Formal meetings/interviews|Travel/vacation|Date night/parties,30,Comfort and fabric quality|Occasion need|Price/discount,4,Yes tried once or twice,Comfortable with privacy controls,Smart shopping|Wardrobe gap analysis,0 free only,1,3,Bollywood/OTT celebrities|YouTube fashion vlogs,Clothing is self-expression,Indifferent - just clothes,Neutral - depends,Important - but dont always follow through,Sometimes 1 in 3,4,,4,3,5,1.2,0,65.6,52,Functional Minimalist,None,Likely to try it out,Interested
R1809,35-44,Man,Tier 3,Salaried private,Below 20000,12000,20-40,30,75,Amazon/Flipkart|In-store mall/high street,Once every 2-3 months,1032,1000,Below 2000,Casual/everyday basics,Salwar kameez/churidar|Kurta/kurti,I dont own sarees,Pastels|Jewel tones|Neutrals,Handbag/tote|Heels/formal footwear|Western jewellery/minimalist,Weddings/festive|Formal meetings/interviews|Casual outings/weekend,22,Occasion need|Price/discount,5,No but aware,Neutral/unsure,Occasion outfit planner|Daily outfit suggestions,0 free only,4,4,Instagram Reels/posts,Dress for the occasion,Frustrated - lots but stuck,Not concerned - repeat freely,Never thought about this,Sometimes 1 in 3,2,3,3,4,5,0.8,0,5.0,54,Budget Conscious,None,Definitely will use - I need this,Interested
R1810,18-24,Woman,Tier 2,Salaried private,75001-150000,112500,41-70,55,45,Amazon/Flipkart,Seasonally,5687,3500,2000-5000,Streetwear/athleisure|Traditional ethnic|Indo-western fusion,Dhoti/lungi|None,I dont own sarees,Pastels,Dupatta/stole|Sneakers/casual shoes|Western jewellery/minimalist,Casual outings/weekend|Formal meetings/interviews,11,Comfort and fabric quality|Occasion need|Brand name,4,No but aware,Comfortable with privacy controls,Style DNA report|Wardrobe gap analysis,0 free only,3,3,In-store browsing,Dress for the occasion,Indifferent - just clothes,Neutral - depends,,Occasionally 1 in 5,2,3,3,3,3,3.0,0,36.4,33,Functional Minimalist,None,Unlikely - not for me,Not Interested
R1811,25-34,Woman,Tier 1,Salaried private,75001-150000,112500,41-70,55,45,In-store mall/high street|Amazon/Flipkart|Myntra/Ajio/Nykaa Fashion,Once every 2-3 months,3453,27500,15001-40000,Indo-western fusion|Western formal|Casual/everyday basics,Saree,Designer/embroidered|Cotton Tant/Chanderi,Pastels|Jewel tones|Monochrome,Cap/hair accessories|Dupatta/stole,Daily office/college|Weddings/festive,25,Occasion need|Comfort and fabric quality|Trend/social media,5,Yes tried once or twice,Neutral/unsure,Weather-based dressing|Daily outfit suggestions,0 free only,5,3,Friends and family,Clothing is purely functional,Excited - love outfits,Very concerned - avoid it,Neutral - consider sometimes,Very often - impulse habit,3,1,4,3,3,3.0,1,35.8,62,Urban Trendsetter,None,Definitely will use - I need this,Interested
R1812,35-44,Woman,Tier 1,Salaried govt/PSU,75001-150000,112500,20-40,30,60,In-store mall/high street|Instagram/social commerce,Once a month,8221,70000,40001-100000,Indo-western fusion|Minimalist/monochrome|Western formal,None|Salwar kameez/churidar|Sherwani/bandgala,I dont own sarees,Earth tones|Jewel tones|Bright/vibrant,Dupatta/stole|Handbag/tote|Western jewellery/minimalist,Casual outings/weekend|Daily office/college,22,Comfort and fabric quality|Trend/social media|Occasion need,4,Yes regularly,Comfortable with privacy controls,Wardrobe gap analysis|Occasion outfit planner,1-99,1,3,App recommendations|Bollywood/OTT celebrities,Clothing is purely functional,Confident - wardrobe works,Advocate outfit repeating,Neutral - consider sometimes,Almost never - buy intentionally,,2,5,3,4,1.2,0,55.1,56,Functional Minimalist,None,Definitely will use - I need this,Interested
R1813,35-44,Man,Tier 1,Salaried private,40001-75000,57500,71-100,85,45,Brand website|Myntra/Ajio/Nykaa Fashion,Seasonally,4889,27500,15001-40000,Streetwear/athleisure,Sherwani/bandgala|Lehenga,I dont own sarees,Printed/mixed patterns|Earth tones|Neutrals,Jhumkas/traditional jewellery|Handbag/tote|Sneakers/casual shoes,Date night/parties,12,Brand name|Price/discount,2,Yes tried once or twice,Comfortable with privacy controls,Weather-based dressing|Travel packing assistant|Style DNA report,250-499,3,3,Friends and family|Dont seek inspiration,Clothing is self-expression,Indifferent - just clothes,Very concerned - avoid it,Neutral - consider sometimes,Occasionally 1 in 5,3,1,3,3,2,4.7,0,28.2,51,Aspiring Premium,None,Unlikely - not for me,Not Interested
R1814,35-44,Man,Metro,Salaried private,40001-75000,57500,71-100,85,40,Myntra/Ajio/Nykaa Fashion,Once every 2-3 months,4348,3500,2000-5000,Indo-western fusion|Casual/everyday basics|Boho/eclectic,Kurta/kurti,I dont own sarees,Pastels,Dupatta/stole|Handbag/tote|Sneakers/casual shoes,Casual outings/weekend|Travel/vacation|Weddings/festive,45,Trend/social media|Occasion need|Comfort and fabric quality,5,No but aware,Completely comfortable,Occasion outfit planner|Style DNA report|Travel packing assistant,1-99,3,2,Instagram Reels/posts|YouTube fashion vlogs,Clothing is self-expression,Excited - love outfits,Very concerned - avoid it,Important - but dont always follow through,Often 1 in 2,3,2,4,2,4,5.1,1,22.3,51,Urban Trendsetter,None,Likely to try it out,Interested
R1815,18-24,Man,Tier 1,Self-employed/business,20001-40000,30000,More than 100,134,4,Amazon/Flipkart,Seasonally,3469,70000,40001-100000,Casual/everyday basics|Indo-western fusion|Western formal,Salwar kameez/churidar|Dhoti/lungi,I dont own sarees,Earth tones|Monochrome,Jhumkas/traditional jewellery|Dupatta/stole,Weddings/festive|Casual outings/weekend,44,Trend/social media|Price/discount|Brand name,3,Yes tried once or twice,Completely comfortable,Smart shopping|Weather-based dressing,100-249,5,5,Bollywood/OTT celebrities,Dress for the occasion,Frustrated - lots but stuck,Not concerned - repeat freely,Neutral - consider sometimes,Occasionally 1 in 5,2,2,5,5,3,10,0,27.6,70,Aspiring Premium,Ghost Wardrobe,Likely to try it out,Interested
R1816,25-34,Man,Tier 3,Self-employed/business,40001-75000,57500,Fewer than 20,12,75,Amazon/Flipkart|In-store mall/high street|Myntra/Ajio/Nykaa Fashion,Seasonally,3056,10000,5001-15000,Streetwear/athleisure,Kurta/kurti|Anarkali/palazzo|Lehenga,I dont own sarees,Pastels|Bright/vibrant,Western jewellery/minimalist|Heels/formal footwear|Handbag/tote|Cap/hair accessories,Date night/parties|Formal meetings/interviews|Casual outings/weekend,8,Price/discount|Trend/social media|Comfort and fabric quality,3,No not aware,Will not share,Occasion outfit planner|Travel packing assistant|Smart shopping,0 free only,3,4,YouTube fashion vlogs,Dress to signal status,Indifferent - just clothes,Not concerned - repeat freely,,Almost never - buy intentionally,4,2,4,4,3,0.3,0,20.6,33,Budget Conscious,None,Unlikely - not for me,Not Interested
R1817,25-34,Woman,Tier 3,Self-employed/business,40001-75000,57500,20-40,30,75,In-store mall/high street,Once a month,2842,27500,15001-40000,Traditional ethnic|Indo-western fusion|Casual/everyday basics,Salwar kameez/churidar|Sherwani/bandgala,I dont own sarees,Bright/vibrant,Watch/smartwatch|Jhumkas/traditional jewellery|Cap/hair accessories|Western jewellery/minimalist,Formal meetings/interviews|Casual outings/weekend,8,Brand name|Occasion need,5,No not aware,Comfortable with privacy controls,Daily outfit suggestions|Occasion outfit planner|Wardrobe gap analysis,1000+,3,2,Instagram Reels/posts,Dress for the occasion,Excited - love outfits,Neutral - depends,Not a priority - price first,Almost never - buy intentionally,4,3,5,2,4,0.8,0,23.4,33,Ethnic Traditionalist,None,Definitely not interested,Not Interested
R1818,Under 18,Man,Tier 3,Self-employed/business,20001-40000,30000,20-40,30,70,Instagram/social commerce,Once every 2-3 months,1757,70000,40001-100000,Streetwear/athleisure,Salwar kameez/churidar,I dont own sarees,Neutrals|Jewel tones|Bright/vibrant,Kolhapuris/juttis|Cap/hair accessories|Sneakers/casual shoes|Jhumkas/traditional jewellery,Travel/vacation|Daily office/college|Casual outings/weekend,13,Price/discount|Comfort and fabric quality|Colour/pattern appeal,1,No but aware,Neutral/unsure,Wardrobe gap analysis|Weather-based dressing|Occasion outfit planner,0 free only,1,3,Instagram Reels/posts|YouTube fashion vlogs,Dress for the occasion,Overwhelmed - too many choices,Neutral - depends,Neutral - consider sometimes,Occasionally 1 in 5,3,3,5,3,3,0.9,0,23.6,54,Budget Conscious,None,"Might use, depends on features",Interested
R1819,25-34,Woman,Tier 3,Salaried private,Below 20000,12000,71-100,85,45,Myntra/Ajio/Nykaa Fashion|Amazon/Flipkart|In-store mall/high street,Once a month,544,27500,15001-40000,Traditional ethnic|Casual/everyday basics|Indo-western fusion,Dhoti/lungi|Salwar kameez/churidar|Lehenga,,Pastels|Bright/vibrant,Sneakers/casual shoes|Kolhapuris/juttis,Formal meetings/interviews|Travel/vacation,1,Comfort and fabric quality|Price/discount|Trend/social media,4,Yes tried once or twice,Neutral/unsure,Weather-based dressing|Occasion outfit planner,0 free only,4,1,Instagram Reels/posts,Clothing is self-expression,Overwhelmed - too many choices,Very concerned - avoid it,Neutral - consider sometimes,Sometimes 1 in 3,2,,4,1,3,4.7,0,9.0,40,Budget Conscious,None,Unlikely - not for me,Not Interested
R1820,35-44,Man,Tier 2,Freelancer/gig worker,,30000,41-70,55,60,Instagram/social commerce|Amazon/Flipkart,Seasonally,994,10000,5001-15000,Casual/everyday basics,Salwar kameez/churidar|None|Saree,Handloom/weave|Silk Banarasi/Kanjeevaram|Cotton Tant/Chanderi,Bright/vibrant,Dupatta/stole|Cap/hair accessories|Sneakers/casual shoes|Jhumkas/traditional jewellery,Formal meetings/interviews|Travel/vacation,17,Comfort and fabric quality|Price/discount,2,No but aware,Uncomfortable,Smart shopping|Occasion outfit planner,100-249,3,2,Dont seek inspiration|Friends and family,Clothing is purely functional,Guilty - know I overbuy,Neutral - depends,Neutral - consider sometimes,Occasionally 1 in 5,3,3,4,2,4,2.2,0,10.2,18,Budget Conscious,None,Definitely not interested,Not Interested
R1821,35-44,Man,Tier 2,Salaried govt/PSU,Below 20000,12000,41-70,55,50,In-store mall/high street|Myntra/Ajio/Nykaa Fashion,Once every 2-3 months,1051,27500,15001-40000,Traditional ethnic|Boho/eclectic,Saree,Georgette/chiffon|Designer/embroidered|Silk Banarasi/Kanjeevaram,Bright/vibrant|Earth tones,Watch/smartwatch|Jhumkas/traditional jewellery|Western jewellery/minimalist|Dupatta/stole,Daily office/college,5,Friend/family recommendation|Comfort and fabric quality|Brand name,3,No not aware,Uncomfortable,Occasion outfit planner|Travel packing assistant,0 free only,2,3,Instagram Reels/posts,Clothing is self-expression,Confident - wardrobe works,Very concerned - avoid it,Not a priority - price first,Occasionally 1 in 5,3,,3,3,3,2.8,0,10.1,27,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R1822,55+,Woman,Tier 3,Salaried private,40001-75000,57500,71-100,85,30,In-store mall/high street,Seasonally,5546,70000,40001-100000,Indo-western fusion,Salwar kameez/churidar,I dont own sarees,Neutrals,Jhumkas/traditional jewellery|Heels/formal footwear|Dupatta/stole|Handbag/tote,Casual outings/weekend,9,Friend/family recommendation|Brand name,4,No not aware,Uncomfortable,Smart shopping|Daily outfit suggestions,250-499,2,2,Bollywood/OTT celebrities,I follow trends,Confident - wardrobe works,Somewhat concerned - mix it up,Neutral - consider sometimes,Often 1 in 2,4,4,4,2,4,5.9,1,37.9,27,Ethnic Traditionalist,None,Definitely not interested,Not Interested
R1823,18-24,Man,Tier 2,Salaried govt/PSU,75001-150000,112500,71-100,85,55,Amazon/Flipkart|Instagram/social commerce|In-store mall/high street,More than once a month,4564,10000,5001-15000,Indo-western fusion|Streetwear/athleisure|Traditional ethnic,Saree|Kurta/kurti|Salwar kameez/churidar,Handloom/weave|Cotton Tant/Chanderi|Designer/embroidered,Bright/vibrant,Cap/hair accessories|Western jewellery/minimalist|Dupatta/stole|Kolhapuris/juttis,Formal meetings/interviews|Casual outings/weekend,37,Brand name|Trend/social media|Friend/family recommendation,5,No not aware,Comfortable with privacy controls,Travel packing assistant|Weather-based dressing,250-499,5,4,YouTube fashion vlogs,Dress to signal status,Excited - love outfits,Very concerned - avoid it,Neutral - consider sometimes,Sometimes 1 in 3,3,3,3,4,3,3.8,0,35.1,66,Urban Trendsetter,None,Likely to try it out,Interested
R1824,Under 18,Man,Tier 1,Student,20001-40000,30000,41-70,55,50,Myntra/Ajio/Nykaa Fashion|Amazon/Flipkart|Local market,Seasonally,961,27500,15001-40000,Indo-western fusion|Traditional ethnic|Casual/everyday basics,Saree,Silk Banarasi/Kanjeevaram,Jewel tones,Jhumkas/traditional jewellery|Kolhapuris/juttis|Handbag/tote|Cap/hair accessories,Formal meetings/interviews|Travel/vacation|Casual outings/weekend,11,Price/discount|Friend/family recommendation|Trend/social media,5,Yes tried once or twice,Uncomfortable,Wardrobe gap analysis|Weather-based dressing|Travel packing assistant,0 free only,1,4,Friends and family,Clothing is purely functional,Overwhelmed - too many choices,Somewhat concerned - mix it up,Neutral - consider sometimes,Often 1 in 2,2,3,4,4,3,2.8,1,13.5,78,Budget Conscious,None,Definitely will use - I need this,Interested
R1825,25-34,Man,Tier 1,Self-employed/business,Below 20000,12000,41-70,55,55,In-store mall/high street|Myntra/Ajio/Nykaa Fashion,Once a month,979,70000,40001-100000,Traditional ethnic,Kurta/kurti|Sherwani/bandgala|Salwar kameez/churidar,I dont own sarees,Earth tones|Bright/vibrant|Jewel tones,Watch/smartwatch|Kolhapuris/juttis|Western jewellery/minimalist|Heels/formal footwear,Formal meetings/interviews|Weddings/festive|Daily office/college,7,Price/discount|Trend/social media|Occasion need,3,Yes tried once or twice,Uncomfortable,Wardrobe gap analysis|Daily outfit suggestions,1-99,4,3,YouTube fashion vlogs,Clothing is purely functional,Guilty - know I overbuy,Somewhat concerned - mix it up,,Often 1 in 2,3,2,3,3,3,2.5,1,18.1,39,Aspiring Premium,None,Unlikely - not for me,Not Interested
R1826,35-44,Man,Tier 1,Freelancer/gig worker,20001-40000,30000,41-70,55,50,In-store mall/high street|Brand website|Amazon/Flipkart,Seasonally,2155,27500,15001-40000,Western formal|Minimalist/monochrome|Streetwear/athleisure,None|Kurta/kurti,,Neutrals,Sneakers/casual shoes|Watch/smartwatch|Heels/formal footwear,Casual outings/weekend|Daily office/college,11,Brand name|Comfort and fabric quality|Friend/family recommendation,5,No not aware,Neutral/unsure,Daily outfit suggestions|Smart shopping,250-499,2,2,In-store browsing|YouTube fashion vlogs,Clothing is purely functional,Guilty - know I overbuy,Somewhat concerned - mix it up,,Occasionally 1 in 5,4,4,4,2,3,2.8,0,16.3,26,Functional Minimalist,None,Unlikely - not for me,Not Interested
R1827,25-34,Woman,Tier 1,Freelancer/gig worker,,30000,Fewer than 20,12,65,In-store mall/high street|Myntra/Ajio/Nykaa Fashion|Amazon/Flipkart,Rarely,1579,3500,2000-5000,Western formal|Streetwear/athleisure,Saree,Designer/embroidered|Cotton Tant/Chanderi|Silk Banarasi/Kanjeevaram,Pastels|Bright/vibrant,Handbag/tote|Dupatta/stole,Daily office/college,14,Trend/social media|Brand name|Sustainability/ethical brand,2,No but aware,Completely comfortable,Daily outfit suggestions|Travel packing assistant,,4,3,Instagram Reels/posts|Bollywood/OTT celebrities,Clothing is self-expression,Frustrated - lots but stuck,Neutral - depends,Not a priority - price first,Often 1 in 2,3,3,4,3,4,0.4,1,10.4,54,Aspiring Premium,None,"Might use, depends on features",Interested
R1828,18-24,Woman,Metro,Salaried private,75001-150000,112500,41-70,55,55,Amazon/Flipkart|Brand website|Instagram/social commerce,More than once a month,833,3500,2000-5000,Casual/everyday basics,Kurta/kurti|Saree,Handloom/weave,Monochrome,Jhumkas/traditional jewellery|Heels/formal footwear|Dupatta/stole|Handbag/tote,Daily office/college|Date night/parties,29,Friend/family recommendation|Price/discount|Colour/pattern appeal,4,Yes tried once or twice,Comfortable with privacy controls,Daily outfit suggestions|Occasion outfit planner,,5,5,Instagram Reels/posts|App recommendations,Clothing is self-expression,Excited - love outfits,Somewhat concerned - mix it up,Important - but dont always follow through,Sometimes 1 in 3,2,3,4,5,1,2.5,0,25.1,71,Urban Trendsetter,None,"Might use, depends on features",Interested
R1829,35-44,Woman,Tier 1,Salaried private,40001-75000,57500,Fewer than 20,12,75,Instagram/social commerce|Brand website,Once a month,1855,27500,15001-40000,Casual/everyday basics,Anarkali/palazzo|Saree|Salwar kameez/churidar,Georgette/chiffon,Neutrals|Monochrome|Earth tones,Watch/smartwatch|Sneakers/casual shoes|Western jewellery/minimalist|Kolhapuris/juttis,Daily office/college,17,Trend/social media|Occasion need,4,No but aware,Neutral/unsure,Wardrobe gap analysis|Occasion outfit planner,0 free only,2,3,Bollywood/OTT celebrities|In-store browsing,Dress for the occasion,Indifferent - just clothes,Not concerned - repeat freely,Not a priority - price first,Sometimes 1 in 3,4,4,4,3,3,0.3,0,21.1,41,Functional Minimalist,None,Unlikely - not for me,Not Interested
R1830,35-44,Man,Tier 1,Salaried private,75001-150000,112500,41-70,55,60,Instagram/social commerce|Myntra/Ajio/Nykaa Fashion|Local market,Once every 2-3 months,10824,70000,40001-100000,Western formal,Salwar kameez/churidar|Sherwani/bandgala|None,I dont own sarees,Neutrals|Bright/vibrant|Printed/mixed patterns,Jhumkas/traditional jewellery|Watch/smartwatch|Kolhapuris/juttis|Heels/formal footwear,Daily office/college|Formal meetings/interviews,18,Brand name|Trend/social media,2,Yes tried once or twice,Completely comfortable,Occasion outfit planner|Daily outfit suggestions,250-499,3,4,Instagram Reels/posts,I follow trends,Overwhelmed - too many choices,Very concerned - avoid it,Not a priority - price first,Sometimes 1 in 3,2,3,5,4,4,2.2,0,61.2,83,Urban Trendsetter,None,Likely to try it out,Interested
R1831,45-54,Man,Tier 2,Freelancer/gig worker,40001-75000,57500,More than 100,120,25,In-store mall/high street,Once a month,2700,3500,2000-5000,Indo-western fusion|Boho/eclectic|Streetwear/athleisure,Sherwani/bandgala|Kurta/kurti|Anarkali/palazzo,I dont own sarees,Neutrals|Printed/mixed patterns,Kolhapuris/juttis|Dupatta/stole|Jhumkas/traditional jewellery,Casual outings/weekend,24,Comfort and fabric quality|Price/discount|Occasion need,5,Yes tried once or twice,Comfortable with privacy controls,Style DNA report|Daily outfit suggestions,100-249,4,3,Pinterest/mood boards,Clothing is self-expression,Guilty - know I overbuy,Somewhat concerned - mix it up,Neutral - consider sometimes,Often 1 in 2,2,3,4,3,3,9.0,1,18.5,43,Urban Trendsetter,None,Definitely not interested,Not Interested
R1832,25-34,Woman,Tier 2,Self-employed/business,Below 20000,12000,71-100,85,50,Myntra/Ajio/Nykaa Fashion|Amazon/Flipkart|Subscription box,Once a month,854,70000,40001-100000,Casual/everyday basics|Indo-western fusion,Saree|Kurta/kurti|Salwar kameez/churidar,Designer/embroidered|Printed/block print,Neutrals,Sneakers/casual shoes|Watch/smartwatch,Weddings/festive,10,Price/discount|Brand name|Comfort and fabric quality,3,Yes regularly,Neutral/unsure,Weather-based dressing|Occasion outfit planner,1-99,3,5,Bollywood/OTT celebrities|Pinterest/mood boards,Clothing is self-expression,Frustrated - lots but stuck,Very concerned - avoid it,Neutral - consider sometimes,Sometimes 1 in 3,2,3,5,5,3,4.2,0,17.9,92,Aspiring Premium,None,Definitely will use - I need this,Interested
R1833,25-34,Woman,Tier 2,Salaried private,40001-75000,57500,71-100,85,30,Brand website|Myntra/Ajio/Nykaa Fashion,Once a month,4449,70000,40001-100000,Boho/eclectic,Kurta/kurti,I dont own sarees,Jewel tones|Printed/mixed patterns,Dupatta/stole|Kolhapuris/juttis|Heels/formal footwear|Sneakers/casual shoes,Daily office/college,0,Trend/social media|Price/discount|Friend/family recommendation,2,No not aware,Neutral/unsure,Style DNA report|Wardrobe gap analysis|Daily outfit suggestions,250-499,5,3,Instagram Reels/posts|In-store browsing,Clothing is self-expression,Confident - wardrobe works,Very concerned - avoid it,Very important - actively buy sustainable,Occasionally 1 in 5,2,3,5,3,4,5.9,0,35.3,41,Urban Trendsetter,None,Definitely not interested,Not Interested
R1834,25-34,Woman,Tier 2,Self-employed/business,75001-150000,112500,71-100,85,45,Brand website|In-store mall/high street,Once a month,4938,3500,2000-5000,Casual/everyday basics|Minimalist/monochrome|Indo-western fusion,None,I dont own sarees,Jewel tones,Jhumkas/traditional jewellery|Sneakers/casual shoes|Kolhapuris/juttis,Casual outings/weekend|Formal meetings/interviews|Travel/vacation,7,Comfort and fabric quality|Occasion need,3,No not aware,Comfortable with privacy controls,Occasion outfit planner|Daily outfit suggestions|Wardrobe gap analysis,1-99,3,3,Instagram Reels/posts|In-store browsing,Dress for the occasion,Excited - love outfits,Somewhat concerned - mix it up,Not a priority - price first,Occasionally 1 in 5,3,2,4,3,5,4.7,0,34.7,61,Functional Minimalist,None,Definitely will use - I need this,Interested
R1835,18-24,Man,Metro,Retired,75001-150000,112500,71-100,85,40,Amazon/Flipkart|Instagram/social commerce,Once a month,4790,10000,5001-15000,Boho/eclectic|Streetwear/athleisure|Casual/everyday basics,Kurta/kurti|None,I dont own sarees,Bright/vibrant|Neutrals|Printed/mixed patterns,Watch/smartwatch|Handbag/tote,Weddings/festive|Formal meetings/interviews|Daily office/college,0,Comfort and fabric quality|Sustainability/ethical brand|Trend/social media,4,No but aware,Uncomfortable,Weather-based dressing|Daily outfit suggestions|Style DNA report,100-249,4,4,YouTube fashion vlogs,Dress for the occasion,Guilty - know I overbuy,Neutral - depends,Very important - actively buy sustainable,Occasionally 1 in 5,5,2,4,4,3,5.1,0,35.6,37,Urban Trendsetter,None,Unlikely - not for me,Not Interested
R1836,45-54,Woman,Tier 2,Salaried private,20001-40000,30000,71-100,85,45,In-store mall/high street|Myntra/Ajio/Nykaa Fashion|Amazon/Flipkart,Rarely,2638,3500,2000-5000,Indo-western fusion,Salwar kameez/churidar,I dont own sarees,Jewel tones|Bright/vibrant,Jhumkas/traditional jewellery|Sneakers/casual shoes|Handbag/tote|Western jewellery/minimalist,Travel/vacation|Date night/parties|Casual outings/weekend,43,Price/discount|Occasion need|Brand name,4,No but aware,Neutral/unsure,Occasion outfit planner|Smart shopping|Weather-based dressing,1-99,2,2,Pinterest/mood boards,Clothing is purely functional,Guilty - know I overbuy,Neutral - depends,Not a priority - price first,Occasionally 1 in 5,2,3,3,2,4,4.7,0,12.8,18,Budget Conscious,None,Unlikely - not for me,Not Interested
R1837,18-24,Man,Tier 2,Salaried private,40001-75000,57500,More than 100,120,35,Amazon/Flipkart|Myntra/Ajio/Nykaa Fashion|In-store mall/high street,Once a month,5040,3500,2000-5000,Western formal|Traditional ethnic,Dhoti/lungi|Anarkali/palazzo|Salwar kameez/churidar,I dont own sarees,Monochrome|Earth tones,Heels/formal footwear|Sneakers/casual shoes,Weddings/festive|Daily office/college,13,Trend/social media|Price/discount,3,No but aware,Neutral/unsure,Smart shopping|Daily outfit suggestions,1-99,3,3,App recommendations|Pinterest/mood boards,Clothing is purely functional,Indifferent - just clothes,Neutral - depends,Not a priority - price first,Sometimes 1 in 3,2,2,4,3,3,7.8,0,23.9,43,Budget Conscious,None,Unlikely - not for me,Not Interested
